DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed
2020-01-04T23:25:00,40,41,,96,,VV:09 6,30.4,1,41,3
2020-01-04T23:29:00,40,41,,96,,SCT:04 6,30.4,2,41,5
2020-01-04T23:51:00,41,41,,100,,CLR:00,30.39,7,41,5
2020-01-04T23:54:00,40,40,0,100,30.42,FEW:02 14,30.39,5,40,3
2020-01-04T23:59:00,,,,,,,,,,
2020-01-05T00:06:00,40,41,,96,,SCT:04 14,30.39,2,41,3
2020-01-05T00:16:00,41,42,,96,,FEW:02 14,30.38,6,42,0
2020-01-05T00:33:00,41,43,,93,,CLR:00,30.39,2.5,42,8
2020-01-05T00:40:00,42,43,,97,,FEW:02 18,30.39,8,43,9
2020-01-05T00:54:00,43,43,0,100,30.42,FEW:02 18,30.39,10,43,0
2020-01-05T01:54:00,40,41,0,96,30.44,FEW:02 19 BKN:07 120,30.41,7,41,3
2020-01-05T02:54:00,39,40,0,97,30.45,CLR:00,30.42,10,40,7
2020-01-05T03:54:00,38,38,0,100,30.45,CLR:00,30.42,10,38,0
2020-01-05T04:54:00,39,40,0,97,30.46,CLR:00,30.43,10,40,5
2020-01-05T05:54:00,38,39,0,96,30.48,CLR:00,30.45,10,39,5
2020-01-05T06:24:00,36,36,,100,,CLR:00,30.46,2.5,36,0
2020-01-05T06:31:00,36,36,,100,,CLR:00,30.46,6,36,0
2020-01-05T06:44:00,34,34,,100,,CLR:00,30.46,1.75V,34,5
2020-01-05T06:52:00,34,34,,100,,CLR:00,30.46,3,34,3
2020-01-05T06:54:00,33,33,0,100,30.49,CLR:00,30.46,6,33,3
2020-01-05T07:09:00,33,33,,100,,CLR:00,30.47,1.50V,33,3
2020-01-05T07:16:00,33,33,,100,,CLR:00,30.47,10,33,0
2020-01-05T07:50:00,32,34,,93,,CLR:00,30.5,1.75,33,0
2020-01-05T07:54:00,34,36,0,93,30.53,CLR:00,30.5,1.75,35,3
2020-01-05T07:58:00,35,36,,97,,CLR:00,30.5,4,36,3
2020-01-05T08:54:00,41,42,0,96,30.54,CLR:00,30.51,10,42,3
2020-01-05T09:54:00,42,47,0,83,30.57,CLR:00,30.54,10,45,5
2020-01-05T10:54:00,41,51,0,69,30.57,CLR:00,30.54,10,46,0
2020-01-05T11:54:00,41,54,0,62,30.54,CLR:00,30.51,10,48,0
2020-01-05T12:54:00,40,58,0,51,30.51,CLR:00,30.48,10,49,0
2020-01-05T13:54:00,40,60,0,47,30.49,CLR:00,30.45,10,50,14
2020-01-05T14:54:00,43,60,0,53,30.48,CLR:00,30.45,10,51,11
2020-01-05T15:54:00,45,57,0,64,30.48,CLR:00,30.45,10,51,14
2020-01-05T16:54:00,46,52,0,80,30.49,CLR:00,30.46,10,49,9
2020-01-05T17:54:00,45,49,0,86,30.48,CLR:00,30.45,10,47,9
2020-01-05T18:54:00,42,45,0,90,30.5,CLR:00,30.47,10,44,7
2020-01-05T19:54:00,41,44,0,89,30.51,CLR:00,30.48,10,43,0
2020-01-05T20:54:00,39,43,0,86,30.52,CLR:00,30.49,10,41,3
2020-01-05T21:54:00,38,39,0,96,30.52,CLR:00,30.49,10,39,0
2020-01-05T22:54:00,36,37,0,96,30.52,CLR:00,30.49,10,37,0
2020-01-05T23:54:00,34,36,0,93,30.51,CLR:00,30.48,10,35,3
2020-01-05T23:59:00,,,,,,,,,,
2020-01-06T00:30:00,34,35,,96,,FEW:02 2,30.47,1.50V,35,0
2020-01-06T00:33:00,33,33,,100,,VV:09 2,30.47,0.75,33,0
2020-01-06T00:41:00,36,37,,96,,FEW:02 2,30.47,1.25,37,3
2020-01-06T00:44:00,37,38,,97,,FEW:02 2,30.47,4,38,3
2020-01-06T00:54:00,38,38,0,100,30.5,FEW:02 2,30.47,10,38,5
2020-01-06T01:54:00,36,39,0,89,30.5,CLR:00,30.47,10,38,3
2020-01-06T02:54:00,35,36,0,97,30.5,CLR:00,30.47,10,36,0
2020-01-06T03:54:00,34,35,0,96,30.49,CLR:00,30.46,10,35,0
2020-01-06T04:54:00,31,32,0,96,30.49,CLR:00,30.46,10,32,0
2020-01-06T05:11:00,32,33,,96,,CLR:00,30.46,1.5,33,0
2020-01-06T05:23:00,32,33,,96,,CLR:00,30.46,0.75,33,0
2020-01-06T05:31:00,32,32,,100,,CLR:00,30.46,2,32,3
2020-01-06T05:39:00,33,34,,97,,CLR:00,30.46,10,34,0
2020-01-06T05:54:00,32,33,0,96,30.49,CLR:00,30.46,10,33,3
2020-01-06T06:54:00,31,32,0,96,30.48,CLR:00,30.45,10,32,0
2020-01-06T07:31:00,30,32,,92,,CLR:00,30.45,1.75,31,0
2020-01-06T07:33:00,30,32,,92,,CLR:00,30.45,10,31,5
2020-01-06T07:51:00,32,34,,93,,CLR:00,30.46,10,33,3
2020-01-06T07:54:00,32,34,0,92,30.49,CLR:00,30.46,10,33,3
2020-01-06T08:54:00,39,41,0,93,30.51,CLR:00,30.48,10,40,3
2020-01-06T09:54:00,40,48,0,74,30.5,CLR:00,30.47,10,44,0
2020-01-06T10:54:00,42,51,0,71,30.47,CLR:00,30.44,10,47,0
2020-01-06T11:54:00,42,55,0,62,30.45,CLR:00,30.42,10,49,0
2020-01-06T12:54:00,42,56,0,60,30.41,CLR:00,30.38,10,49,5
2020-01-06T13:54:00,41,57,0,55,30.4,CLR:00,30.36,10,49,3
2020-01-06T14:54:00,41,57,0,55,30.39,CLR:00,30.35,10,49,7
2020-01-06T15:54:00,40,57,0,53,30.38,CLR:00,30.35,10,49,6
2020-01-06T16:54:00,39,54,0,57,30.37,CLR:00,30.34,10,47,5
2020-01-06T17:54:00,38,47,0,71,30.37,CLR:00,30.33,10,43,3
2020-01-06T18:54:00,39,48,0,71,30.35,CLR:00,30.32,10,44,5
2020-01-06T19:54:00,38,43,0,82,30.36,CLR:00,30.33,10,41,6
2020-01-06T20:54:00,38,45,0,77,30.35,CLR:00,30.32,10,42,3
2020-01-06T21:54:00,36,40,0,86,30.34,CLR:00,30.31,10,38,5
2020-01-06T22:54:00,37,39,0,93,30.34,CLR:00,30.31,5,38,5
2020-01-06T22:56:00,36,37,,96,,FEW:02 2,30.31,1.5,37,5
2020-01-06T23:06:00,36,37,,96,,CLR:00,30.3,3,37,5
2020-01-06T23:47:00,35,36,,97,,CLR:00,30.29,1.75V,36,0
2020-01-06T23:52:00,36,36,,100,,CLR:00,30.29,0.75,36,0
2020-01-06T23:54:00,36,36,0,100,30.32,CLR:00,30.29,0.75,36,0
2020-01-06T23:59:00,,,,,,,,,,
2020-01-07T00:02:00,36,36,,100,,CLR:00,30.29,2.5,36,0
2020-01-07T00:09:00,36,37,,96,,CLR:00,30.28,6,37,3
2020-01-07T00:26:00,35,36,,97,,CLR:00,30.28,1.75,36,0
2020-01-07T00:34:00,35,35,,100,,CLR:00,30.28,4,35,0
2020-01-07T00:54:00,34,35,0,96,30.3,CLR:00,30.27,10,35,5
2020-01-07T01:54:00,36,37,0,96,30.29,CLR:00,30.25,10,37,6
2020-01-07T02:54:00,35,37,0,93,30.28,CLR:00,30.25,10,36,8
2020-01-07T03:54:00,33,35,0,93,30.27,CLR:00,30.24,10,34,5
2020-01-07T04:54:00,33,35,0,93,30.27,CLR:00,30.23,10,34,5
2020-01-07T05:54:00,33,33,0,100,30.24,CLR:00,30.21,10,33,3
2020-01-07T06:54:00,31,33,0,92,30.24,CLR:00,30.21,10,32,0
2020-01-07T07:10:00,33,33,,100,,CLR:00,30.21,10,33,3
2020-01-07T07:54:00,33,34,0,97,30.22,CLR:00,30.19,10,34,0
2020-01-07T08:54:00,38,40,0,93,30.21,CLR:00,30.18,10,39,0
2020-01-07T09:54:00,40,43,0,89,30.23,CLR:00,30.2,10,42,7
2020-01-07T10:54:00,41,48,0,77,30.21,CLR:00,30.18,10,45,3
2020-01-07T11:54:00,41,51,0,69,30.16,CLR:00,30.13,10,46,3
2020-01-07T12:54:00,42,52,0,69,30.13,CLR:00,30.1,10,47,5
2020-01-07T13:54:00,43,55,0,64,30.09,CLR:00,30.06,10,49,7
2020-01-07T14:54:00,44,55,0,67,30.08,CLR:00,30.05,10,50,13
2020-01-07T15:54:00,46,54,0,75,30.07,CLR:00,30.04,10,50,15
2020-01-07T16:54:00,45,50,0,83,30.07,CLR:00,30.04,10,48,10
2020-01-07T17:54:00,45,50,0,83,30.08,FEW:02 17,30.05,10,48,13
2020-01-07T18:03:00,45,50,,83,,BKN:07 17,30.05,10,48,9
2020-01-07T18:38:00,46,49,,90,,SCT:04 17 BKN:07 80,30.05,10,48,13
2020-01-07T18:54:00,46,49,0,90,30.09,SCT:04 17 BKN:07 80,30.05,10,48,9
2020-01-07T19:41:00,46,50,,86,,FEW:02 14 BKN:07 24 BKN:07 100,30.06,10,48,9
2020-01-07T19:54:00,47,50,0,89,30.09,BKN:07 24 OVC:08 55,30.06,10,49,8
2020-01-07T20:54:00,46,48,0,93,30.1,OVC:08 24,30.07,10,47,5
2020-01-07T21:36:00,48,49,0.01,97,,BKN:07 19 OVC:08 24,30.07,2.5,48,5
2020-01-07T21:43:00,48,49,0.01,97,,OVC:08 17,30.07,8,48,5
2020-01-07T21:54:00,47,48,0.01,96,30.1,BKN:07 17,30.07,10,48,5
2020-01-07T22:12:00,47,48,,96,,SCT:04 18 BKN:07 35 BKN:07 60,30.07,10,48,3
2020-01-07T22:28:00,48,49,T,97,,BKN:07 17 OVC:08 32,30.07,10,48,0
2020-01-07T22:54:00,48,50,0.05,93,30.1,SCT:04 17 BKN:07 30 OVC:08 35,30.07,4,49,7
2020-01-07T23:01:00,49,50,0.02,96,,FEW:02 17 BKN:07 28 OVC:08 35,30.07,2.50V,49,7
2020-01-07T23:04:00,49,50,0.03,96,,FEW:02 17 BKN:07 30 OVC:08 35,30.07,3,49,
2020-01-07T23:10:00,48,49,0.03,97,,FEW:02 3 BKN:07 25 OVC:08 30,30.07,5,48,0
2020-01-07T23:18:00,48,49,0.03,97,,SCT:04 3 BKN:07 11 OVC:08 30,30.06,10,48,0
2020-01-07T23:51:00,48,48,0.03,100,,FEW:02 6 BKN:07 38,30.06,10,48,3
2020-01-07T23:54:00,48,49,0.01,97,30.09,FEW:02 6 BKN:07 38,30.06,10,48,3
2020-01-07T23:59:00,,,,,,,,,,
2020-01-08T00:25:00,46,46,,100,,BKN:07 38,30.06,1.75,46,0
2020-01-08T00:33:00,45,46,,96,,FEW:02 2 BKN:07 38 BKN:07 48,30.05,0.75,46,3
2020-01-08T00:41:00,46,46,,100,,SCT:04 2 BKN:07 38,30.05,1.25,46,0
2020-01-08T00:48:00,45,45,,100,,BKN:07 2 BKN:07 38,30.05,0.5,45,0
2020-01-08T00:54:00,44,45,0,97,30.08,VV:09 2,30.05,0.25,45,3
2020-01-08T01:54:00,46,46,0,100,30.1,VV:09 2,30.07,0.25,46,0
2020-01-08T02:54:00,46,46,0,100,30.1,VV:09 1,30.06,0.25,46,3
2020-01-08T03:54:00,45,45,0,100,30.09,VV:09 2,30.06,0.25,45,3
2020-01-08T04:54:00,44,45,0,97,30.1,VV:09 2,30.07,0.25,45,0
2020-01-08T05:48:00,43,43,,100,,VV:09 3,30.07,1,43,3
2020-01-08T05:52:00,43,43,,100,,VV:09 3,30.07,0.75,43,5
2020-01-08T05:54:00,42,42,0,100,30.1,VV:09 3,30.07,0.5,42,3
2020-01-08T06:08:00,42,43,,97,,OVC:08 3,30.08,1,43,3
2020-01-08T06:18:00,42,43,,97,,VV:09 2,30.08,0.5,43,0
2020-01-08T06:54:00,42,42,0,100,30.13,VV:09 2,30.1,0.5,42,3
2020-01-08T07:54:00,41,42,0,96,30.11,VV:09 2,30.08,0.25,42,0
2020-01-08T08:37:00,43,43,,100,,OVC:08 2,30.1,0.25,43,3
2020-01-08T08:54:00,44,44,0,100,30.13,VV:09 2,30.1,0.25,44,3
2020-01-08T09:54:00,45,45,0,100,30.14,VV:09 11,30.11,0.25,45,0
2020-01-08T10:54:00,45,45,0,100,30.13,VV:09 11,30.1,0.5,45,0
2020-01-08T11:07:00,46,46,,100,,VV:09 11,30.09,1,46,0
2020-01-08T11:30:00,45,46,,96,,OVC:08 2,30.09,4,46,0
2020-01-08T11:54:00,46,47,0,97,30.1,OVC:08 3,30.07,10,47,0
2020-01-08T12:37:00,46,48,,93,,SCT:04 5,30.06,10,47,0
2020-01-08T12:54:00,47,49,0,93,30.09,SCT:04 9,30.05,10,48,3
2020-01-08T13:54:00,47,52,0,83,30.07,SCT:04 13,30.04,10,49,9
2020-01-08T14:54:00,46,55,0,72,30.06,SCT:04 13,30.03,10,50,10
2020-01-08T15:54:00,46,53,0,77,30.07,FEW:02 30 SCT:04 40,30.03,10,49,10
2020-01-08T16:54:00,44,51,0,77,30.06,FEW:02 32,30.03,10,48,8
2020-01-08T17:54:00,44,48,0,86,30.06,CLR:00,30.03,10,46,0
2020-01-08T18:54:00,45,49,0,86,30.07,OVC:08 100,30.04,10,47,6
2020-01-08T19:54:00,45,50,0,83,30.06,OVC:08 95,30.03,10,48,9
2020-01-08T20:54:00,44,49,0,83,30.07,OVC:08 90,30.04,10,47,5
2020-01-08T21:54:00,44,49,0,83,30.06,OVC:08 80,30.03,10,47,8
2020-01-08T22:54:00,45,48,0,89,30.05,OVC:08 80,30.02,10,47,7
2020-01-08T23:54:00,45,47,0,93,30.03,BKN:07 90,30,10,46,8
2020-01-08T23:59:00,,,,,,,,,,
2020-01-09T00:54:00,45,47,0,93,30.03,BKN:07 90,30,10,46,5
2020-01-09T01:54:00,44,45,0,97,30.01,OVC:08 80,29.98,10,45,5
2020-01-09T02:15:00,45,47,,93,,FEW:02 13 BKN:07 20 OVC:08 80,29.99,10,46,0
2020-01-09T02:40:00,45,47,,93,,SCT:04 17 BKN:07 55 OVC:08 70,29.98,10,46,3
2020-01-09T02:54:00,44,46,0,93,29.99,OVC:08 70,29.96,10,45,3
2020-01-09T03:54:00,46,47,0.01,97,29.96,SCT:04 37 BKN:07 48 OVC:08 65,29.93,10,47,6
2020-01-09T04:54:00,47,49,0.04,93,29.91,SCT:04 19 BKN:07 28 OVC:08 40,29.88,8,48,8
2020-01-09T05:07:00,47,49,0.01,93,,BKN:07 10 BKN:07 19 OVC:08 27,29.88,4,48,8
2020-01-09T05:10:00,47,49,0.01,93,,BKN:07 8 BKN:07 15 OVC:08 27,29.88,5,48,11
2020-01-09T05:25:00,47,49,0.01,93,,SCT:04 8 BKN:07 13 OVC:08 28,29.86,6,48,14
2020-01-09T05:34:00,47,49,0.02,93,,SCT:04 8 BKN:07 26 OVC:08 40,29.86,9,48,15
2020-01-09T05:45:00,48,49,0.02,97,,BKN:07 10 OVC:08 28,29.86,10,48,9
2020-01-09T05:52:00,48,50,,94,,BKN:07 8 BKN:07 14 OVC:08 32,29.87,10,49,14
2020-01-09T05:54:00,48,50,0.02,93,29.9,SCT:04 8 BKN:07 11 OVC:08 29,29.87,10,49,10
2020-01-09T06:08:00,47,50,,89,,SCT:04 9 BKN:07 16 OVC:08 24,29.87,10,48,8
2020-01-09T06:38:00,45,47,,93,,FEW:02 13 FEW:02 19 SCT:04 31,29.88,10,46,3
2020-01-09T06:54:00,45,47,0,93,29.91,FEW:02 28 SCT:04 75,29.88,10,46,0
2020-01-09T07:18:00,42,43,,97,,FEW:02 27 SCT:04 75,29.9,1.75,43,6
2020-01-09T07:29:00,43,43,,100,,FEW:02 3 SCT:04 46 SCT:04 75,29.9,0.50V,43,5
2020-01-09T07:52:00,45,45,,100,,BKN:07 2 BKN:07 46,29.91,0.25,45,0
2020-01-09T07:54:00,43,43,0,100,29.95,SCT:04 2 BKN:07 48,29.92,7,43,0
2020-01-09T08:10:00,44,45,,97,,SCT:04 2 BKN:07 18 BKN:07 65,29.92,6,45,7
2020-01-09T08:19:00,46,46,,100,,FEW:02 10 SCT:04 18,29.92,10,46,3
2020-01-09T08:41:00,45,46,,96,,SCT:04 1 SCT:04 18 SCT:04 60,29.94,1,46,5
2020-01-09T08:43:00,45,46,,96,,SCT:04 1 BKN:07 18,29.94,0.5,46,5
2020-01-09T08:45:00,46,46,,100,,BKN:07 1 BKN:07 18,29.94,1,46,5
2020-01-09T08:54:00,46,47,0,97,29.98,BKN:07 2 BKN:07 6,29.94,0.5,47,5
2020-01-09T09:02:00,47,47,,100,,OVC:08 4,29.95,0.25,47,5
2020-01-09T09:10:00,47,48,,96,,BKN:07 1 BKN:07 6,29.95,0.5,48,6
2020-01-09T09:42:00,47,48,,96,,BKN:07 4 OVC:08 8,29.98,9,48,7
2020-01-09T09:49:00,48,48,,100,,OVC:08 6,29.98,7,48,11
2020-01-09T09:54:00,47,48,0,96,30.02,OVC:08 6,29.98,9,48,6
2020-01-09T09:57:00,48,48,,100,,SCT:04 6,29.98,10,48,7
2020-01-09T10:32:00,48,50,,93,,FEW:02 15 BKN:07 29 OVC:08 41,30.01,9,49,8
2020-01-09T10:52:00,48,50,,94,,FEW:02 8 BKN:07 21 OVC:08 27,30.01,6,49,7
2020-01-09T10:54:00,47,50,T,89,30.04,SCT:04 8 BKN:07 14 OVC:08 27,30.01,8,48,8
2020-01-09T11:52:00,45,52,,77,,BKN:07 21 BKN:07 30 OVC:08 41,30.02,10,49,9
2020-01-09T11:54:00,46,51,0,83,30.06,BKN:07 21 BKN:07 30 OVC:08 41,30.02,10,49,13
2020-01-09T12:52:00,45,52,,77,,SCT:04 27 OVC:08 33,30.04,10,49,15
2020-01-09T12:54:00,44,52,0,75,30.07,SCT:04 27 BKN:07 33 OVC:08 40,30.04,10,48,14
2020-01-09T13:54:00,42,55,0,62,30.08,CLR:00,30.05,10,49,13
2020-01-09T14:54:00,42,56,0,60,30.08,CLR:00,30.05,10,49,13
2020-01-09T15:54:00,40,56,0,55,30.09,CLR:00,30.05,10,48,9
2020-01-09T16:54:00,39,52,0,61,30.1,CLR:00,30.06,10,46,6
2020-01-09T17:54:00,38,47,0,71,30.12,CLR:00,30.09,10,43,0
2020-01-09T18:54:00,42,44,0,93,30.14,CLR:00,30.11,10,43,5
2020-01-09T19:54:00,41,43,0,93,30.14,CLR:00,30.11,10,42,5
2020-01-09T20:54:00,37,37,0,100,30.15,CLR:00,30.12,10,37,0
2020-01-09T21:24:00,36,37,,96,,CLR:00,30.13,1.75V,37,0
2020-01-09T21:33:00,36,36,,100,,CLR:00,30.13,3,36,3
2020-01-09T21:54:00,34,35,0,96,30.17,CLR:00,30.14,3,35,3
2020-01-09T22:13:00,34,35,,96,,CLR:00,30.15,2.00V,35,0
2020-01-09T22:22:00,36,36,,100,,CLR:00,30.15,10,36,0
2020-01-09T22:54:00,36,37,0,96,30.19,CLR:00,30.16,10,37,3
2020-01-09T23:54:00,36,38,0,93,30.19,CLR:00,30.16,10,37,0
2020-01-09T23:59:00,,,,,,,,,,
2020-01-10T00:54:00,34,36,0,93,30.2,CLR:00,30.17,10,35,3
2020-01-10T01:54:00,32,33,0,96,30.22,CLR:00,30.19,10,33,3
2020-01-10T02:54:00,32,33,0,96,30.22,CLR:00,30.19,6,33,3
2020-01-10T03:54:00,32,32,0,100,30.24,CLR:00,30.2,6,32,0
2020-01-10T04:54:00,32,34,0,92,30.25,CLR:00,30.22,10,33,5
2020-01-10T05:54:00,32,33,0,96,30.27,CLR:00,30.24,10,33,3
2020-01-10T06:54:00,31,32,0,96,30.27,CLR:00,30.24,10,32,0
2020-01-10T07:54:00,31,31,0,100,30.29,CLR:00,30.26,10,31,5
2020-01-10T08:54:00,38,40,0,93,30.31,CLR:00,30.28,10,39,0
2020-01-10T09:49:00,39,45,,81,,SCT:04 4,30.3,10,42,0
2020-01-10T09:52:00,41,46,,82,,BKN:07 4,30.3,10,44,0
2020-01-10T09:54:00,41,46,0,83,30.33,BKN:07 4,30.3,10,44,0
2020-01-10T10:09:00,42,48,,80,,SCT:04 4,30.29,10,45,0
2020-01-10T10:54:00,44,49,0,83,30.32,CLR:00,30.28,10,47,0
2020-01-10T11:54:00,45,52,0,77,30.29,CLR:00,30.26,10,49,3
2020-01-10T12:54:00,44,53,0,72,30.26,CLR:00,30.23,10,49,6
2020-01-10T13:54:00,44,54,0,69,30.24,CLR:00,30.21,10,49,7
2020-01-10T14:54:00,45,54,0,72,30.24,CLR:00,30.21,10,50,6
2020-01-10T15:54:00,40,54,0,59,30.23,CLR:00,30.2,10,47,3
2020-01-10T16:54:00,42,52,0,69,30.24,SCT:04 30,30.21,10,47,3
2020-01-10T17:54:00,43,49,0,80,30.25,SCT:04 30,30.22,10,46,8
2020-01-10T18:54:00,43,48,0,83,30.25,SCT:04 60,30.22,10,46,6
2020-01-10T19:54:00,44,49,0,83,30.27,OVC:08 55,30.24,10,47,5
2020-01-10T20:54:00,42,47,0,83,30.27,FEW:02 50,30.23,10,45,6
2020-01-10T21:33:00,43,47,,86,,BKN:07 23 BKN:07 50,30.24,10,45,7
2020-01-10T21:54:00,44,48,0,86,30.26,OVC:08 21,30.23,10,46,6
2020-01-10T22:54:00,44,49,0,83,30.27,BKN:07 18 OVC:08 25,30.24,8,47,7
2020-01-10T23:54:00,45,48,0,89,30.25,OVC:08 18,30.22,10,47,0
2020-01-10T23:59:00,,,,,,,,,,
2020-01-11T00:39:00,45,48,,89,,SCT:04 19 OVC:08 31,30.2,10,47,5
2020-01-11T00:54:00,45,48,0,89,30.23,OVC:08 33,30.2,10,47,5
2020-01-11T01:16:00,46,49,,90,,BKN:07 18 OVC:08 29,30.2,9,48,3
2020-01-11T01:40:00,46,48,,93,,OVC:08 14,30.19,4,47,0
2020-01-11T01:54:00,46,48,0,93,30.22,OVC:08 12,30.19,3,47,3
2020-01-11T02:18:00,48,50,,93,,OVC:08 9,30.19,4,49,7
2020-01-11T02:54:00,48,49,0,97,30.22,OVC:08 7,30.18,4,48,
2020-01-11T03:54:00,49,50,0.02,96,30.21,OVC:08 10,30.18,6,49,11
2020-01-11T04:05:00,49,50,T,96,,OVC:08 9,30.18,3,49,10
2020-01-11T04:54:00,48,49,T,97,30.22,BKN:07 7 BKN:07 13 OVC:08 25,30.18,7,48,8
2020-01-11T05:05:00,47,47,T,100,,SCT:04 7 SCT:04 25,30.19,10,47,8
2020-01-11T05:54:00,46,47,0.01,97,30.23,SCT:04 3 BKN:07 50,30.2,10,47,0
2020-01-11T06:03:00,46,47,,97,,BKN:07 4 BKN:07 50,30.2,10,47,0
2020-01-11T06:13:00,45,46,,96,,FEW:02 4 SCT:04 50,30.2,5,46,3
2020-01-11T06:19:00,44,45,,97,,FEW:02 4,30.2,1.5,45,0
2020-01-11T06:22:00,44,45,,97,,VV:09 4,30.2,0.75,45,0
2020-01-11T06:28:00,43,44,,96,,CLR:00,30.2,0.5,44,0
2020-01-11T06:34:00,42,43,,97,,VV:09 2,30.2,0.5,43,0
2020-01-11T06:54:00,42,42,0,100,30.23,VV:09 1,30.2,0.25,42,0
2020-01-11T07:17:00,39,40,,97,,SCT:04 1 BKN:07 48 OVC:08 65,30.2,0.25,40,0
2020-01-11T07:29:00,42,42,,100,,BKN:07 13 BKN:07 46 OVC:08 60,30.2,0.25,42,0
2020-01-11T07:44:00,42,42,,100,,BKN:07 6 OVC:08 46,30.2,0.25,42,0
2020-01-11T07:52:00,39,39,,100,,VV:09 2,30.2,0,39,0
2020-01-11T07:54:00,39,40,0,97,30.23,VV:09 2,30.2,0,40,0
2020-01-11T08:30:00,45,45,,100,,BKN:07 2 BKN:07 6,30.22,1,45,3
2020-01-11T08:39:00,46,46,,100,,SCT:04 2 SCT:04 6,30.22,1,46,0
2020-01-11T08:52:00,46,46,,100,,VV:09 7,30.22,1,46,0
2020-01-11T08:54:00,46,47,0,97,30.26,VV:09 8,30.22,1,47,0
2020-01-11T09:01:00,46,47,,97,,FEW:02 8,30.23,9,47,0
2020-01-11T09:54:00,47,48,0,96,30.27,FEW:02 2,30.24,10,48,0
2020-01-11T10:54:00,47,52,0,83,30.26,CLR:00,30.23,10,49,6
2020-01-11T11:54:00,43,56,0,62,30.23,CLR:00,30.2,10,50,18
2020-01-11T12:54:00,42,57,0,58,30.21,CLR:00,30.18,10,50,16
2020-01-11T13:54:00,41,57,0,55,30.19,CLR:00,30.16,10,49,18
2020-01-11T14:54:00,40,57,0,53,30.18,CLR:00,30.15,10,49,16
2020-01-11T15:54:00,40,56,0,55,30.19,CLR:00,30.15,10,48,13
2020-01-11T16:54:00,40,52,0,64,30.18,CLR:00,30.15,10,46,9
2020-01-11T17:54:00,40,49,0,71,30.17,CLR:00,30.14,10,45,9
2020-01-11T18:54:00,39,46,0,77,30.18,CLR:00,30.15,10,43,3
2020-01-11T19:54:00,37,41,0,86,30.18,CLR:00,30.15,10,39,0
2020-01-11T20:54:00,37,40,0,89,30.17,CLR:00,30.14,10,39,5
2020-01-11T21:54:00,38,40,0,93,30.19,CLR:00,30.16,10,39,0
2020-01-11T22:54:00,35,37,0,93,30.19,CLR:00,30.16,10,36,0
2020-01-11T23:54:00,35,36,0,97,30.19,CLR:00,30.16,10,36,3
2020-01-11T23:59:00,,,,,,,,,,
2020-01-12T00:54:00,35,37,0,93,30.19,CLR:00,30.16,10,36,0
2020-01-12T01:26:00,33,33,,100,,CLR:00,30.15,1.75,33,0
2020-01-12T01:39:00,32,33,,96,,CLR:00,30.16,0.75,33,0
2020-01-12T01:48:00,34,36,,93,,CLR:00,30.15,2,35,0
2020-01-12T01:49:00,34,36,,93,,CLR:00,30.15,3,35,0
2020-01-12T01:54:00,35,36,0,97,30.19,CLR:00,30.16,9,36,3
2020-01-12T02:37:00,32,33,,96,,CLR:00,30.16,2,33,0
2020-01-12T02:51:00,34,34,,100,,CLR:00,30.15,5,34,3
2020-01-12T02:54:00,34,35,0,96,30.19,CLR:00,30.15,10,35,0
2020-01-12T03:10:00,33,33,,100,,CLR:00,30.15,1.75,33,0
2020-01-12T03:19:00,33,34,,97,,CLR:00,30.15,4,34,0
2020-01-12T03:54:00,30,32,0,92,30.19,CLR:00,30.16,10,31,5
2020-01-12T04:29:00,31,31,,100,,CLR:00,30.15,1.75,31,0
2020-01-12T04:35:00,29,30,,96,,VV:09 2,30.16,0.5,30,5
2020-01-12T04:49:00,32,34,,93,,VV:09 1,30.16,1,33,5
2020-01-12T04:52:00,32,34,,93,,FEW:02 1,30.16,1.5,33,5
2020-01-12T04:54:00,33,33,0,100,30.19,FEW:02 1,30.16,2.00V,33,5
2020-01-12T05:05:00,35,36,,97,,FEW:02 1,30.16,10,36,5
2020-01-12T05:18:00,32,33,,96,,CLR:00,30.16,1.50V,33,0
2020-01-12T05:31:00,31,32,,96,,CLR:00,30.16,3,32,0
2020-01-12T05:54:00,32,33,0,96,30.19,CLR:00,30.16,10,33,3
2020-01-12T06:54:00,30,31,0,96,30.19,CLR:00,30.16,10,31,0
2020-01-12T07:52:00,32,34,,93,,CLR:00,30.16,1.75V,33,0
2020-01-12T07:54:00,32,33,0,96,30.19,CLR:00,30.16,10.00V,33,0
2020-01-12T08:52:00,36,37,,93,,CLR:00,30.18,10,37,3
2020-01-12T08:54:00,36,37,0,96,30.21,CLR:00,30.18,10,37,3
2020-01-12T09:54:00,39,41,0,93,30.21,CLR:00,30.18,10,40,0
2020-01-12T10:54:00,40,45,0,83,30.21,CLR:00,30.18,10,43,0
2020-01-12T11:54:00,40,49,0,71,30.19,CLR:00,30.16,10,45,3
2020-01-12T12:54:00,40,50,0,68,30.16,CLR:00,30.13,10,45,0
2020-01-12T13:54:00,43,54,0,67,30.13,CLR:00,30.1,10,49,11
2020-01-12T14:54:00,42,53,0,66,30.11,SCT:04 28 BKN:07 34,30.08,10,48,5
