DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed
2020-01-12T15:54:00,43,53,0,69,30.11,FEW:02 70,30.08,10,48,5
2020-01-12T16:54:00,43,50,0,77,30.12,FEW:02 38,30.09,10,47,9
2020-01-12T17:54:00,42,48,0,80,30.12,BKN:07 70,30.09,10,45,7
2020-01-12T18:54:00,42,49,0,77,30.12,SCT:04 47 BKN:07 65,30.09,10,46,5
2020-01-12T19:52:00,43,48,,82,,BKN:07 24 BKN:07 34 OVC:08 60,30.08,10,46,6
2020-01-12T19:54:00,43,49,0,80,30.11,SCT:04 24 BKN:07 34 OVC:08 60,30.08,10,46,7
2020-01-12T20:20:00,43,50,,77,,SCT:04 19 BKN:07 25 OVC:08 29,30.08,10,47,7
2020-01-12T20:54:00,44,49,T,83,30.11,OVC:08 19,30.08,9,47,5
2020-01-12T21:52:00,45,48,T,87,,SCT:04 23 BKN:07 40 OVC:08 48,30.08,10,47,13
2020-01-12T21:54:00,46,49,T,90,30.11,SCT:04 20 BKN:07 42 OVC:08 48,30.08,10,48,13
2020-01-12T22:27:00,46,49,,90,,BKN:07 19 BKN:07 32 OVC:08 39,30.08,10,48,11
2020-01-12T22:54:00,47,50,0,89,30.12,OVC:08 16,30.09,10,49,11
2020-01-12T23:54:00,46,49,0,90,30.12,OVC:08 19,30.09,10,48,9
2020-01-12T23:59:00,,,,,,,,,,
2020-01-13T00:39:00,43,46,,89,,SCT:04 26 BKN:07 47,30.08,10,45,9
2020-01-13T00:54:00,43,46,0,89,30.11,FEW:02 48,30.08,10,45,9
2020-01-13T01:54:00,43,45,0,93,30.13,CLR:00,30.1,10,44,8
2020-01-13T02:54:00,41,43,0,93,30.14,CLR:00,30.11,10,42,8
2020-01-13T03:54:00,39,41,0,93,30.15,CLR:00,30.12,10,40,0
2020-01-13T04:54:00,36,36,0,100,30.15,CLR:00,30.11,10,36,5
2020-01-13T05:54:00,37,38,0,97,30.15,CLR:00,30.12,10,38,3
2020-01-13T06:54:00,38,38,0,100,30.16,CLR:00,30.13,10,38,8
2020-01-13T07:54:00,35,35,0,100,30.16,CLR:00,30.13,10,35,0
2020-01-13T08:54:00,40,42,0,92,30.19,CLR:00,30.16,10,41,0
2020-01-13T09:54:00,43,46,0,89,30.2,CLR:00,30.17,10,45,3
2020-01-13T10:54:00,45,51,0,80,30.19,SCT:04 17,30.16,10,48,7
2020-01-13T11:54:00,42,50,0,74,30.17,FEW:02 110,30.14,10,46,10
2020-01-13T12:54:00,43,54,0,67,30.16,BKN:07 38,30.13,10,49,13
2020-01-13T13:54:00,41,55,0,59,30.14,SCT:04 40,30.11,10,48,14
2020-01-13T14:54:00,43,56,0,62,30.13,FEW:02 35 BKN:07 90,30.09,10,50,14
2020-01-13T15:54:00,43,53,0,69,30.14,SCT:04 39 OVC:08 50,30.11,10,48,10
2020-01-13T16:54:00,44,51,0,77,30.14,OVC:08 33,30.1,7,48,8
2020-01-13T17:52:00,46,52,,82,,OVC:08 29,30.1,10,49,9
2020-01-13T17:54:00,46,51,0,83,30.14,OVC:08 29,30.1,10,49,9
2020-01-13T18:54:00,46,51,0,83,30.13,BKN:07 20 OVC:08 25,30.1,10,49,11
2020-01-13T19:54:00,47,51,T,86,30.1,BKN:07 23 OVC:08 29,30.07,10,49,
2020-01-13T20:29:00,47,51,,86,,BKN:07 14 OVC:08 23,30.06,10,49,15
2020-01-13T20:54:00,48,50,T,93,30.09,BKN:07 11 OVC:08 26,30.05,7,49,18
2020-01-13T21:06:00,49,50,T,96,,BKN:07 9 BKN:07 13 OVC:08 29,30.05,5,49,18
2020-01-13T21:13:00,49,50,0.01,96,,FEW:02 9 BKN:07 20 OVC:08 29,30.06,4,49,14
2020-01-13T21:28:00,49,50,0.03,96,,SCT:04 5 BKN:07 9 OVC:08 29,30.06,2.5,49,14
2020-01-13T21:45:00,49,50,0.04,96,,OVC:08 5,30.05,4,49,16
2020-01-13T21:54:00,49,50,0.05,96,30.09,BKN:07 5 OVC:08 9,30.05,5,49,16
2020-01-13T22:46:00,49,50,T,96,,SCT:04 6 BKN:07 16 OVC:08 23,30.05,10,49,14
2020-01-13T22:54:00,49,50,T,96,30.08,FEW:02 4 BKN:07 13 OVC:08 18,30.05,10,49,14
2020-01-13T23:02:00,50,50,,100,,BKN:07 4 OVC:08 17,30.05,10,50,13
2020-01-13T23:10:00,50,51,,96,,FEW:02 4 OVC:08 17,30.05,10,50,13
2020-01-13T23:54:00,50,51,0.01,96,30.06,SCT:04 8 BKN:07 17 OVC:08 36,30.03,3,50,17
2020-01-13T23:59:00,,,,,,,,,,
2020-01-14T00:16:00,49,51,T,92,,FEW:02 8 BKN:07 31 OVC:08 50,30.02,10,50,17
2020-01-14T00:54:00,48,50,T,93,30.06,FEW:02 8 BKN:07 39 OVC:08 50,30.03,10,49,20
2020-01-14T01:54:00,45,49,0,86,30.08,FEW:02 40,30.05,10,47,18
2020-01-14T02:54:00,43,48,0,83,30.12,BKN:07 35 OVC:08 48,30.09,10,46,3
2020-01-14T03:54:00,42,47,0,83,30.11,SCT:04 35,30.08,10,45,13
2020-01-14T04:54:00,42,47,0,83,30.13,SCT:04 50,30.09,10,45,11
2020-01-14T05:54:00,41,44,0,89,30.15,FEW:02 33,30.12,10,43,5
2020-01-14T06:54:00,41,43,0,93,30.16,CLR:00,30.13,10,42,10
2020-01-14T07:54:00,40,44,0,85,30.19,CLR:00,30.15,10,42,5
2020-01-14T08:54:00,41,48,0,77,30.21,CLR:00,30.18,10,45,0
2020-01-14T09:54:00,41,50,0,71,30.23,CLR:00,30.2,10,46,3
2020-01-14T10:54:00,41,52,0,66,30.24,FEW:02 28,30.21,10,47,0
2020-01-14T11:54:00,40,53,0,61,30.22,FEW:02 36 SCT:04 46,30.19,10,47,11
2020-01-14T12:54:00,40,54,0,59,30.19,CLR:00,30.16,10,47,10
2020-01-14T13:54:00,40,55,0,57,30.17,FEW:02 39,30.14,10,48,11
2020-01-14T14:54:00,41,54,0,62,30.16,CLR:00,30.13,10,48,16
2020-01-14T15:54:00,41,52,0,66,30.16,CLR:00,30.13,10,47,13
2020-01-14T16:54:00,41,49,0,74,30.16,CLR:00,30.13,10,45,8
2020-01-14T17:54:00,38,45,0,77,30.17,CLR:00,30.13,10,42,6
2020-01-14T18:54:00,37,42,0,82,30.17,CLR:00,30.14,10,40,6
2020-01-14T19:54:00,39,41,0,93,30.16,CLR:00,30.12,10,40,3
2020-01-14T20:54:00,38,41,0,89,30.16,CLR:00,30.13,10,40,0
2020-01-14T21:54:00,38,40,0,93,30.17,CLR:00,30.14,10,39,5
2020-01-14T22:54:00,36,37,0,96,30.17,CLR:00,30.14,4,37,0
2020-01-14T23:54:00,35,37,0,93,30.15,CLR:00,30.12,10,36,0
2020-01-14T23:59:00,,,,,,,,,,
2020-01-15T00:54:00,33,33,0,100,30.14,CLR:00,30.11,8,33,3
2020-01-15T01:04:00,32,32,,100,,FEW:02 3,30.11,1.75,32,0
2020-01-15T01:16:00,33,34,,97,,CLR:00,30.11,3,34,3
2020-01-15T01:24:00,33,33,,100,,CLR:00,30.12,1.75V,33,0
2020-01-15T01:40:00,32,32,,100,,CLR:00,30.12,0.5,32,0
2020-01-15T01:54:00,32,33,0,96,30.15,VV:09 3,30.12,0.5,33,0
2020-01-15T02:02:00,33,33,,100,,CLR:00,30.11,0.75,33,0
2020-01-15T02:10:00,33,33,,100,,CLR:00,30.12,1.00V,33,0
2020-01-15T02:18:00,31,31,,100,,CLR:00,30.12,0.5,31,0
2020-01-15T02:33:00,33,34,,97,,CLR:00,30.11,1,34,0
2020-01-15T02:38:00,32,32,,100,,CLR:00,30.11,3,32,0
2020-01-15T02:54:00,32,32,0,100,30.14,CLR:00,30.11,7,32,0
2020-01-15T03:51:00,32,32,,100,,CLR:00,30.09,1.5,32,0
2020-01-15T03:54:00,31,31,0,100,30.12,CLR:00,30.09,0.75,31,0
2020-01-15T04:01:00,31,31,,100,,VV:09 2,30.09,0.25,31,0
2020-01-15T04:54:00,29,31,0,92,30.11,VV:09 2,30.08,0.25,30,0
2020-01-15T05:08:00,31,31,,100,,VV:09 2,30.08,1,31,3
2020-01-15T05:13:00,32,32,,100,,FEW:02 2,30.08,2,32,5
2020-01-15T05:33:00,29,30,,96,,CLR:00,30.08,9,30,0
2020-01-15T05:54:00,30,31,0,96,30.11,CLR:00,30.08,9,31,0
2020-01-15T06:54:00,30,30,0,100,30.11,CLR:00,30.08,10,30,5
2020-01-15T07:54:00,31,32,0,96,30.1,CLR:00,30.06,10,32,5
2020-01-15T08:54:00,35,36,0,97,30.09,CLR:00,30.06,10,36,5
2020-01-15T09:54:00,38,41,0,89,30.09,CLR:00,30.06,10,40,7
2020-01-15T10:52:00,,,,,,CLR:00,30.03,0.25,,3
2020-01-15T10:54:00,,,0,,30.07,CLR:00,30.03,,,0
2020-01-15T11:19:00,40,47,,77,,FEW:02 2,30.01,,44,5
2020-01-15T11:54:00,41,49,0,74,30.01,CLR:00,29.98,10,45,
2020-01-15T12:54:00,42,50,0,74,29.98,FEW:02 20,29.95,10,46,5
2020-01-15T13:54:00,41,51,0,69,29.96,CLR:00,29.92,10,46,3
2020-01-15T14:54:00,39,50,0,66,29.94,CLR:00,29.91,10,45,3
2020-01-15T15:54:00,39,51,0,64,29.94,CLR:00,29.91,10,45,3
2020-01-15T16:54:00,40,48,0,74,29.94,CLR:00,29.9,10,44,0
2020-01-15T17:19:00,39,45,,80,,CLR:00,29.9,10,42,0
2020-01-15T17:54:00,39,44,0,83,29.92,CLR:00,29.89,10,42,3
2020-01-15T18:54:00,38,42,0,85,29.92,CLR:00,29.89,10,40,6
2020-01-15T19:54:00,36,42,0,79,29.91,CLR:00,29.87,10,39,6
2020-01-15T20:54:00,37,43,0,80,29.91,SCT:04 46,29.88,10,40,0
2020-01-15T21:54:00,35,41,0,79,29.9,FEW:02 49,29.87,10,38,7
2020-01-15T22:54:00,38,48,0,68,29.88,OVC:08 50,29.85,10,43,8
2020-01-15T23:54:00,39,47,0,74,29.87,SCT:04 40 OVC:08 50,29.83,10,43,8
2020-01-15T23:59:00,,,,,,,,,,
2020-01-16T00:54:00,38,49,0,66,29.85,OVC:08 31,29.82,10,44,7
2020-01-16T01:42:00,39,48,,71,,OVC:08 29,29.81,10,44,8
2020-01-16T01:54:00,39,49,0,69,29.84,OVC:08 29,29.8,10,44,7
2020-01-16T02:50:00,39,48,,71,,BKN:07 30 OVC:08 47,29.78,10,44,11
2020-01-16T02:54:00,39,49,0,69,29.81,SCT:04 30 OVC:08 47,29.78,10,44,10
2020-01-16T03:54:00,40,50,0,68,29.78,FEW:02 27 OVC:08 55,29.74,10,45,13
2020-01-16T04:54:00,41,50,0,71,29.75,BKN:07 49 OVC:08 60,29.71,10,46,15
2020-01-16T05:54:00,41,50,T,71,29.73,OVC:08 29,29.7,10,46,13
2020-01-16T06:54:00,41,50,T,71,29.7,OVC:08 27,29.67,10,46,14
2020-01-16T07:54:00,43,49,0.07,80,29.7,OVC:08 25,29.67,5,46,9
2020-01-16T08:19:00,44,48,0.08,86,,BKN:07 20 OVC:08 25,29.7,1.75,46,6
2020-01-16T08:34:00,44,48,0.14,86,,FEW:02 16 BKN:07 23 OVC:08 43,29.69,2.5,46,15
2020-01-16T08:37:00,44,48,0.15,86,,FEW:02 16 BKN:07 31 OVC:08 46,29.69,3,46,15
2020-01-16T08:47:00,43,47,0.19,86,,SCT:04 16 BKN:07 22 OVC:08 38,29.7,3,45,15
2020-01-16T08:49:00,43,46,0.19,87,,FEW:02 16 BKN:07 24 OVC:08 38,29.7,4,45,15
2020-01-16T08:52:00,43,46,,87,,FEW:02 14 BKN:07 31 OVC:08 41,29.69,4,45,13
2020-01-16T08:54:00,42,46,0.23,86,29.73,FEW:02 16 BKN:07 24 OVC:08 38,29.69,4,44,11
2020-01-16T09:08:00,42,46,0.04,86,,FEW:02 16 BKN:07 24 OVC:08 38,29.71,4,44,7
2020-01-16T09:54:00,42,45,0.22,90,29.78,FEW:02 16 BKN:07 24 OVC:08 38,29.75,4,44,6
2020-01-16T09:56:00,42,45,0.01,90,,OVC:08 36,29.75,2.5,44,5
2020-01-16T09:58:00,42,45,0.02,90,,OVC:08 24,29.74,4,44,6
2020-01-16T10:14:00,41,44,0.09,89,,OVC:08 36,29.72,4,43,8
2020-01-16T10:54:00,42,45,0.09,90,29.79,BKN:07 55 OVC:08 70,29.76,4,44,8
2020-01-16T11:54:00,42,46,0.01,86,29.75,OVC:08 42,29.71,10,44,9
2020-01-16T12:38:00,43,47,T,86,,SCT:04 22 BKN:07 27 OVC:08 36,29.72,6,45,10
2020-01-16T12:54:00,43,48,T,83,29.74,BKN:07 22 BKN:07 50 OVC:08 60,29.7,10,46,14
2020-01-16T13:06:00,43,48,,83,,SCT:04 20 BKN:07 55 OVC:08 70,29.71,10,46,15
2020-01-16T13:36:00,41,45,0.02,86,,SCT:04 24 BKN:07 36 OVC:08 50,29.75,5,43,9
2020-01-16T13:54:00,42,46,0.03,86,29.78,SCT:04 24 BKN:07 36 BKN:07 60,29.74,10,44,3
2020-01-16T14:20:00,41,47,0.01,80,,BKN:07 18 BKN:07 28 OVC:08 48,29.75,9,44,5
2020-01-16T14:47:00,42,48,0.01,80,,SCT:04 18 BKN:07 33 OVC:08 60,29.76,10,45,13
2020-01-16T14:54:00,43,47,0.03,86,29.8,FEW:02 16 BKN:07 37 OVC:08 47,29.77,5,45,15
2020-01-16T15:54:00,43,48,T,83,29.82,SCT:04 36,29.78,10,46,10
2020-01-16T16:54:00,43,47,0,86,29.85,FEW:02 48,29.81,10,45,7
2020-01-16T17:54:00,40,47,0,77,29.88,FEW:02 36 SCT:04 44 SCT:04 55,29.85,10,44,9
2020-01-16T18:54:00,40,44,T,85,29.92,FEW:02 39 SCT:04 50,29.88,10,42,6
2020-01-16T19:54:00,39,43,0,86,29.96,FEW:02 31,29.93,10,41,0
2020-01-16T20:54:00,38,41,0,89,29.98,CLR:00,29.95,10,40,3
2020-01-16T21:54:00,39,41,0,93,30.02,FEW:02 29,29.99,10,40,3
2020-01-16T22:54:00,37,38,T,97,30.06,FEW:02 33,30.03,10,38,0
2020-01-16T23:54:00,35,37,T,93,30.09,FEW:02 33 BKN:07 55,30.06,10,36,5
2020-01-16T23:59:00,,,,,,,,,,
2020-01-17T00:27:00,36,38,T,93,,BKN:07 10 BKN:07 29 OVC:08 110,30.08,10,37,3
2020-01-17T00:34:00,36,37,0.03,96,,SCT:04 10 BKN:07 31 OVC:08 110,30.08,4,37,7
2020-01-17T00:54:00,39,40,0.04,97,30.11,FEW:02 10 SCT:04 35 BKN:07 60,30.08,10,40,6
2020-01-17T01:50:00,34,36,,93,,CLR:00,30.11,1.75,35,6
2020-01-17T01:54:00,33,35,0,93,30.15,CLR:00,30.12,1.25,34,6
2020-01-17T02:00:00,34,36,,93,,CLR:00,30.12,3,35,6
2020-01-17T02:54:00,35,36,0,97,30.16,CLR:00,30.13,3,36,0
2020-01-17T02:57:00,35,36,,97,,CLR:00,30.13,1.75,36,0
2020-01-17T03:08:00,34,35,,96,,CLR:00,30.13,3,35,5
2020-01-17T03:30:00,32,34,,92,,FEW:02 10,30.14,2,33,8
2020-01-17T03:40:00,33,35,,93,,FEW:02 7,30.14,6,34,7
2020-01-17T03:54:00,34,35,0,96,30.18,SCT:04 7,30.15,8,35,6
2020-01-17T04:03:00,34,35,,96,,BKN:07 7,30.15,9,35,7
2020-01-17T04:54:00,36,38,0,93,30.21,OVC:08 8,30.18,10,37,8
2020-01-17T05:20:00,35,36,,97,,BKN:07 10,30.18,10,36,6
2020-01-17T05:42:00,34,35,,96,,SCT:04 10,30.2,10,35,8
2020-01-17T05:54:00,33,35,0,93,30.23,FEW:02 11,30.2,10,34,8
2020-01-17T06:54:00,34,36,0,93,30.26,CLR:00,30.23,10,35,8
2020-01-17T07:43:00,35,36,,97,,SCT:04 5,30.24,3,36,8
2020-01-17T07:48:00,36,37,,93,,BKN:07 3,30.25,2.5,37,8
2020-01-17T07:52:00,36,37,,93,,BKN:07 3,30.25,1.5,37,8
2020-01-17T07:54:00,36,37,0,96,30.28,VV:09 3,30.25,1,37,8
2020-01-17T07:58:00,36,38,,93,,VV:09 3,30.25,0.75,37,8
2020-01-17T08:00:00,36,38,,93,,VV:09 4,30.25,0.75,37,7
2020-01-17T08:05:00,37,38,,97,,CLR:00,30.25,3,38,7
2020-01-17T08:09:00,37,38,,97,,CLR:00,30.25,3,38,7
2020-01-17T08:17:00,37,38,,97,,CLR:00,30.25,2,38,8
2020-01-17T08:54:00,39,41,0,93,30.29,CLR:00,30.26,4,40,9
2020-01-17T09:54:00,42,45,0,90,30.31,CLR:00,30.27,10,44,8
2020-01-17T10:54:00,44,49,0,83,30.32,FEW:02 11,30.28,10,47,3
2020-01-17T11:54:00,45,51,0,80,30.3,CLR:00,30.27,10,48,5
2020-01-17T12:54:00,42,51,0,71,30.29,CLR:00,30.25,10,47,5
2020-01-17T13:54:00,42,52,0,69,30.27,FEW:02 40,30.24,10,47,0
2020-01-17T14:54:00,38,54,0,55,30.27,CLR:00,30.23,10,47,5
2020-01-17T15:54:00,41,51,0,69,30.27,CLR:00,30.24,10,46,7
2020-01-17T16:54:00,42,47,0,83,30.28,CLR:00,30.25,10,45,9
2020-01-17T17:54:00,42,46,0,86,30.27,CLR:00,30.24,10,44,13
2020-01-17T18:54:00,41,46,0,83,30.27,CLR:00,30.24,10,44,11
2020-01-17T19:54:00,41,45,0,86,30.27,CLR:00,30.24,10,43,10
2020-01-17T20:54:00,39,46,0,77,30.27,CLR:00,30.24,10,43,9
2020-01-17T21:54:00,39,44,0,83,30.29,CLR:00,30.26,10,42,0
2020-01-17T22:54:00,40,42,0,92,30.31,CLR:00,30.28,7,41,5
2020-01-17T23:54:00,38,42,0,85,30.31,CLR:00,30.28,10,40,5
2020-01-17T23:59:00,,,,,,,,,,
2020-01-18T00:54:00,38,43,0,82,30.31,CLR:00,30.28,10,41,5
2020-01-18T01:54:00,38,43,0,82,30.3,CLR:00,30.27,10,41,9
2020-01-18T02:54:00,37,41,0,86,30.3,CLR:00,30.27,10,39,8
2020-01-18T03:54:00,36,38,0,93,30.3,CLR:00,30.27,9,37,3
2020-01-18T04:54:00,35,37,0,93,30.3,CLR:00,30.27,10,36,5
2020-01-18T05:54:00,37,40,0,89,30.3,CLR:00,30.27,10,39,5
2020-01-18T06:54:00,36,39,0,89,30.31,CLR:00,30.28,10,38,5
2020-01-18T07:54:00,34,36,0,93,30.32,CLR:00,30.29,10,35,3
2020-01-18T08:54:00,38,43,0,82,30.34,CLR:00,30.31,10,41,3
2020-01-18T09:54:00,38,47,0,71,30.36,CLR:00,30.32,10,43,3
2020-01-18T10:54:00,41,49,0,74,30.36,CLR:00,30.32,10,45,8
2020-01-18T11:54:00,40,51,0,66,30.34,CLR:00,30.3,10,46,5
2020-01-18T12:54:00,41,54,0,62,30.29,CLR:00,30.26,10,48,3
2020-01-18T13:54:00,42,57,0,58,30.27,CLR:00,30.23,10,50,9
2020-01-18T14:54:00,40,56,0,55,30.26,CLR:00,30.23,10,48,9
2020-01-18T15:54:00,40,54,0,59,30.27,CLR:00,30.23,10,47,9
2020-01-18T16:54:00,40,52,0,64,30.25,CLR:00,30.22,10,46,8
2020-01-18T17:54:00,39,49,0,69,30.26,CLR:00,30.23,10,44,7
2020-01-18T18:54:00,39,49,0,69,30.27,CLR:00,30.23,10,44,7
2020-01-18T19:54:00,38,45,0,77,30.28,CLR:00,30.24,10,42,3
2020-01-18T20:54:00,38,46,0,73,30.27,CLR:00,30.24,10,42,0
2020-01-18T21:54:00,39,44,0,83,30.28,CLR:00,30.25,10,42,0
2020-01-18T22:54:00,38,46,0,73,30.27,CLR:00,30.23,10,42,7
2020-01-18T23:54:00,37,45,0,74,30.25,CLR:00,30.22,10,41,7
2020-01-18T23:59:00,,,,,,,,,,
2020-01-19T00:54:00,36,47,0,66,30.22,CLR:00,30.19,10,42,8
2020-01-19T01:54:00,36,45,0,71,30.2,CLR:00,30.17,10,41,10
2020-01-19T02:54:00,35,45,0,68,30.19,CLR:00,30.16,10,41,10
2020-01-19T03:54:00,35,45,0,68,30.17,CLR:00,30.14,10,41,11
2020-01-19T04:54:00,35,46,0,66,30.16,CLR:00,30.13,10,41,7
2020-01-19T05:54:00,36,44,0,73,30.14,CLR:00,30.11,10,41,14
2020-01-19T06:54:00,36,42,0,79,30.15,CLR:00,30.12,10,39,11
2020-01-19T07:54:00,37,39,0,93,30.16,FEW:02 3,30.13,6,38,17
2020-01-19T08:54:00,38,41,0,89,30.15,CLR:00,30.12,9,40,15
2020-01-19T09:54:00,39,43,0,86,30.14,FEW:02 6,30.11,9,41,17
2020-01-19T10:54:00,40,46,0,79,30.14,CLR:00,30.11,10,43,22
2020-01-19T11:54:00,41,47,0,80,30.12,FEW:02 8,30.09,10,44,18
2020-01-19T12:54:00,41,48,0,77,30.1,CLR:00,30.07,8,45,21
2020-01-19T13:54:00,41,48,0,77,30.09,CLR:00,30.06,10,45,18
2020-01-19T14:54:00,42,47,0,83,30.07,CLR:00,30.04,10,45,15
2020-01-19T15:54:00,41,46,0,83,30.05,CLR:00,30.01,10,44,18
2020-01-19T16:54:00,41,45,0,86,30.04,CLR:00,30.01,10,43,18
2020-01-19T17:54:00,40,44,0,85,30.06,CLR:00,30.03,7,42,16
2020-01-19T18:54:00,40,43,0,89,30.06,CLR:00,30.02,6,42,17
2020-01-19T19:54:00,40,44,0,85,30.04,CLR:00,30.01,8,42,13
2020-01-19T20:54:00,40,43,0,89,30.05,CLR:00,30.02,7,42,10
2020-01-19T21:54:00,40,44,0,85,30.04,CLR:00,30.01,7,42,14
2020-01-19T22:54:00,40,44,0,85,30.06,CLR:00,30.02,7,42,14
2020-01-19T23:54:00,40,45,0,83,30.03,CLR:00,30,8,43,15
2020-01-19T23:59:00,,,,,,,,,,
2020-01-20T00:54:00,40,45,0,83,30.03,CLR:00,30,8,43,9
2020-01-20T01:54:00,40,43,0,89,30.01,CLR:00,29.98,7,42,6
2020-01-20T02:54:00,40,44,0,85,30.02,CLR:00,29.99,7,42,9
2020-01-20T03:54:00,40,44,0,85,30,CLR:00,29.97,7,42,6
2020-01-20T04:54:00,40,44,0,85,29.98,CLR:00,29.94,7,42,7
2020-01-20T05:54:00,40,43,0,89,30.01,CLR:00,29.98,7,42,3
2020-01-20T06:54:00,40,45,0,83,30.01,CLR:00,29.98,8,43,8
2020-01-20T07:54:00,40,45,0,83,30.02,CLR:00,29.99,7,43,7
2020-01-20T08:54:00,41,45,0,86,30.01,FEW:02 120,29.98,6,43,10
2020-01-20T09:54:00,41,45,0,86,30.05,CLR:00,30.02,7,43,11
2020-01-20T10:54:00,42,48,0,80,30.03,CLR:00,30,7,45,9
2020-01-20T11:54:00,43,50,0,77,30.02,CLR:00,29.99,10,47,6
2020-01-20T12:54:00,42,51,0,71,29.99,SCT:04 110,29.96,10,47,6
2020-01-20T13:54:00,43,53,0,69,29.97,SCT:04 110,29.94,10,48,5
2020-01-20T14:54:00,42,53,0,66,29.98,CLR:00,29.94,10,48,3
2020-01-20T15:54:00,43,54,0,67,29.99,BKN:07 120,29.96,10,49,0
2020-01-20T16:54:00,43,54,0,67,29.99,BKN:07 120,29.96,10,49,0
2020-01-20T17:54:00,43,52,0,72,30,BKN:07 110,29.96,10,48,3
2020-01-20T18:54:00,42,47,0,83,30.01,BKN:07 110,29.98,10,45,0
2020-01-20T19:54:00,43,46,0,89,30.01,OVC:08 55,29.98,10,45,0
2020-01-20T20:54:00,43,46,0,89,30.02,CLR:00,29.99,10,45,0
2020-01-20T21:47:00,38,40,,93,,CLR:00,30,1.75,39,0
2020-01-20T21:54:00,38,40,0,93,30.03,CLR:00,30,1.75,39,0
2020-01-20T21:57:00,38,39,,96,,CLR:00,30,3,39,0
2020-01-20T22:00:00,37,38,,97,,CLR:00,30,1.75V,38,0
2020-01-20T22:08:00,37,39,,93,,VV:09 16,30,1.00V,38,0
2020-01-20T22:12:00,38,39,,96,,CLR:00,30,2,39,3
2020-01-20T22:23:00,39,41,,93,,SCT:04 31,30,3,40,0
2020-01-20T22:54:00,39,42,0,89,30.04,BKN:07 31,30.01,5,41,3
2020-01-20T23:54:00,39,41,0,93,30.05,FEW:02 39,30.02,5,40,0
2020-01-20T23:59:00,,,,,,,,,,
2020-01-21T00:08:00,38,40,,93,,CLR:00,30.02,1.75V,39,0
2020-01-21T00:31:00,37,38,,97,,SCT:04 36,30.02,3,38,0
2020-01-21T00:54:00,37,39,0,93,30.06,SCT:04 37,30.02,4,38,3
2020-01-21T01:54:00,38,40,0,93,30.06,FEW:02 18 SCT:04 100,30.02,5,39,3
2020-01-21T02:54:00,40,42,0,92,30.06,BKN:07 25 BKN:07 31 BKN:07 95,30.03,7,41,3
2020-01-21T03:25:00,40,42,,92,,SCT:04 24 BKN:07 95,30.02,6,41,0
2020-01-21T03:54:00,44,47,0,90,30.04,OVC:08 80,30.01,10,46,5
2020-01-21T04:54:00,45,49,0,86,30.05,BKN:07 43 OVC:08 100,30.01,10,47,7
2020-01-21T05:54:00,45,49,T,86,30.06,BKN:07 37 OVC:08 43,30.03,10,47,0
2020-01-21T06:54:00,46,49,0.04,90,30.07,SCT:04 30 BKN:07 44 OVC:08 70,30.04,10,48,3
2020-01-21T07:44:00,46,48,T,93,,BKN:07 27 BKN:07 32 OVC:08 38,30.04,10,47,3
2020-01-21T07:54:00,46,48,T,93,30.08,OVC:08 27,30.05,10,47,3
2020-01-21T08:54:00,49,51,T,92,30.09,BKN:07 26 OVC:08 65,30.05,10,50,0
2020-01-21T09:54:00,47,52,0,83,30.1,OVC:08 22,30.07,10,49,0
2020-01-21T10:54:00,48,55,0,77,30.11,OVC:08 22,30.07,10,51,0
2020-01-21T11:54:00,49,55,0,80,30.09,OVC:08 20,30.05,10,52,10
2020-01-21T12:54:00,49,56,T,77,30.06,OVC:08 18,30.03,10,52,9
2020-01-21T13:54:00,50,55,0.01,83,30.05,OVC:08 19,30.01,10,52,11
2020-01-21T14:40:00,50,56,0.01,81,,FEW:02 19 BKN:07 42 OVC:08 50,30.01,10,53,11
2020-01-21T14:50:00,52,55,0.01,88,,FEW:02 19 BKN:07 29 OVC:08 42,30.02,2,53,11
2020-01-21T14:52:00,52,54,,94,,FEW:02 19 BKN:07 29 OVC:08 42,30.02,3,53,11
2020-01-21T14:54:00,51,54,0.01,90,30.05,FEW:02 17 BKN:07 29 OVC:08 42,30.02,3,52,9
2020-01-21T15:54:00,51,54,T,90,30.06,SCT:04 12 BKN:07 20 OVC:08 25,30.03,5,52,11
2020-01-21T16:11:00,52,54,T,93,,BKN:07 11 BKN:07 19 OVC:08 26,30.03,4,53,9
2020-01-21T16:20:00,52,54,0.01,93,,BKN:07 5 BKN:07 19 OVC:08 26,30.04,3,53,10
2020-01-21T16:54:00,52,53,0.03,96,30.08,BKN:07 5 BKN:07 19 OVC:08 26,30.05,3,52,10
2020-01-21T17:52:00,52,54,,94,,OVC:08 19,30.05,10,53,7
2020-01-21T17:54:00,51,53,T,93,30.08,OVC:08 15,30.05,10,52,7
2020-01-21T18:24:00,50,52,T,93,,OVC:08 15,30.06,7,51,3
2020-01-21T18:52:00,52,52,,100,,OVC:08 15,30.07,2.5,52,6
2020-01-21T18:54:00,51,52,0.03,97,30.1,OVC:08 15,30.07,2.5,51,6
2020-01-21T19:01:00,51,52,0.01,97,,SCT:04 9 OVC:08 15,30.07,2,51,7
